Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1969,2025.7.1 0:36,Deposition,WAF33908,70.12489308,74.63775698,286.8498646,631.6077757,1672.622193,0.467130669,2.622371837,0.013156206,110.8533495,189,0,Joining
P1031,2025.7.1 5:48,Deposition,WAF40054,66.9693956,44.39440943,326.8446192,464.0294633,1190.016714,0.537533158,1.606459178,0.005718272,125.1294942,930,0,Joining
P1449,2025.7.1 5:13,Etching,WAF68995,75.84225385,36.5834788,344.1697553,610.4543176,1408.364088,0.478229575,3.326314033,0.005368919,132.9007943,649,1,Non-Joining
P1832,2025.7.1 5:37,Deposition,WAF88682,75.08457109,70.64389152,305.4726334,476.3191434,1469.922029,0.473925793,3.236413892,0.01760714,93.70074335,563,0,Joining
P1147,2025.7.1 2:55,Deposition,WAF81531,74.05124221,49.08051042,321.6057083,565.9450268,1421.714044,0.448669568,2.219925695,0.00841181,123.5653642,882,0,Joining
P1549,2025.7.1 2:56,Deposition,WAF62540,78.36360244,33.12643825,304.2287111,459.2273644,1439.824249,0.559902636,1.444921865,0.005235915,131.5311366,735,0,Joining
P1102,2025.7.1 2:05,Etching,WAF59438,84.62422748,55.75038407,251.6836218,511.613578,1463.591908,0.59193744,1.918436455,0.008161202,161.3316057,277,0,Joining
P1831,2025.7.1 4:31,Deposition,WAF65149,80.99241176,61.32068339,293.2789833,453.3285505,1468.643119,0.558698872,1.570180409,0.012169242,154.6669723,903,0,Joining
P1662,2025.7.1 3:01,Etching,WAF38520,73.24904485,47.16252819,345.0942534,295.8731206,1574.170952,0.487024998,2.558333807,0.016279198,113.7454986,441,0,Joining
P1171,2025.7.1 0:23,Deposition,WAF81469,68.17983418,67.74418533,290.5366789,537.5543373,1493.040267,0.50701932,1.400437391,0.009865155,146.2374266,853,0,Joining
P1192,2025.7.1 5:37,Lithography,WAF80977,80.12703285,53.93936814,321.3915671,634.0097816,1398.977496,0.473426147,0.178259568,0.014274345,108.8500975,723,1,Non-Joining
P1405,2025.7.1 5:37,Deposition,WAF92189,77.87082104,19.19401273,320.7925468,567.8037596,1391.052264,0.498938273,2.161752641,0.014824362,130.3706673,443,0,Joining
P1200,2025.7.1 6:39,Deposition,WAF85877,72.87115064,59.07763998,229.3123855,259.0366897,1249.424056,0.513830076,1.296019754,0.010752766,101.5564784,327,0,Joining
P1779,2025.7.1 0:07,Deposition,WAF41423,78.03212364,41.14672439,379.6465576,650.8035229,1477.788752,0.46741809,0.903462162,0.010190785,129.2066624,843,0,Joining
P1914,2025.7.1 3:18,Deposition,WAF85756,78.99230669,59.57511488,270.6743669,511.6146071,1461.743569,0.442119143,1.700627333,0.006968107,142.5549058,205,0,Joining
P1527,2025.7.1 7:21,Deposition,WAF33426,70.89356602,40.67340361,254.7564412,536.9161162,1536.211413,0.422417582,2.685208525,0.007951805,127.0940512,737,0,Joining
P1361,2025.7.1 4:33,Lithography,WAF84083,69.82597418,35.60877511,344.560984,471.0867734,1380.196013,0.5298172,2.193807777,0.009769343,112.7819602,680,1,Non-Joining
P1794,2025.7.1 0:09,Lithography,WAF58285,72.98203332,52.8385729,292.3275724,669.6044016,1479.187854,0.52170665,2.789216907,0.011279656,123.9815501,622,0,Joining
P1118,2025.7.1 0:50,Deposition,WAF28748,81.42489857,57.66718283,210.8522271,709.7279901,1231.036456,0.427350574,2.244277717,0.007002748,118.2871471,394,0,Joining
P1669,2025.7.1 7:55,Deposition,WAF27305,74.8329454,51.10364631,251.7778212,492.7745833,1266.593895,0.590932131,1.413142857,0.011482627,130.4055222,620,0,Joining
P1270,2025.7.1 4:41,Etching,WAF15635,74.94081427,42.44157542,363.5607526,460.7948056,1512.71765,0.517450094,2.431385718,0.003382571,114.6004204,132,0,Joining
P1472,2025.7.1 0:20,Etching,WAF38330,79.6798658,34.36258912,241.0774065,502.0153546,1410.563563,0.523255997,2.405287404,0.005395464,137.7734978,147,0,Joining
P1038,2025.7.1 5:12,Deposition,WAF39000,73.68147347,54.51046542,237.095468,441.6811413,1661.956796,0.460652679,2.118150589,0.007640107,120.4476236,238,1,Non-Joining
P1985,2025.7.1 7:27,Deposition,WAF62485,78.55257044,60.33612838,215.2385497,534.6431556,1381.250145,0.521482869,2.003916052,0.000625317,108.8425412,474,0,Joining
P1971,2025.7.1 8:16,Etching,WAF29750,77.9299209,66.58508917,228.5654518,460.3591361,1706.760117,0.483989247,2.905010636,0.009445,102.5001258,695,1,Non-Joining
P1883,2025.7.1 6:07,Lithography,WAF12594,73.33498514,54.21513647,283.3016667,348.5477692,1777.757999,0.460606136,1.832527669,0.015104487,109.4523862,945,0,Joining
P1870,2025.7.1 8:11,Deposition,WAF15778,81.30730402,41.81112513,304.8188874,512.66813,1416.361775,0.474138579,0.854755586,0.015882288,98.50404592,833,0,Joining
P1747,2025.7.1 7:03,Lithography,WAF56404,74.30064821,48.15199701,332.0076603,490.6092648,1607.652543,0.52241581,2.391061668,-0.000258031,138.8229023,719,0,Joining
P1134,2025.7.1 7:17,Etching,WAF87271,77.55762836,38.71769155,404.0954034,516.1289746,1243.328678,0.476955203,2.904408694,0.009604419,147.9012377,229,0,Joining
P1380,2025.7.1 6:37,Lithography,WAF29089,74.98632222,53.54177354,355.8559027,320.8038145,1394.074063,0.593656242,2.561278047,0.002563818,121.3298825,217,0,Joining
P1952,2025.7.1 1:02,Deposition,WAF19586,66.99905357,45.43528484,316.1259497,733.2117702,1389.716405,0.479315139,2.778487813,0.009647188,134.9298326,213,0,Joining
P1258,2025.7.1 2:37,Etching,WAF33212,73.35964815,44.72646757,288.8652696,420.5612825,1159.55553,0.603694131,1.072917967,0.015384233,118.8443564,930,0,Joining
P1673,2025.7.1 6:11,Deposition,WAF68418,75.71711594,51.13627361,312.0144673,478.6509535,1478.61324,0.608264383,1.536099345,0.010632517,117.0220898,385,0,Joining
P1818,2025.7.1 0:02,Deposition,WAF18303,73.71822179,38.04183563,298.8719942,351.6522773,1305.366864,0.407889833,2.354842517,0.00977415,118.4417152,976,0,Joining
P1854,2025.7.1 6:32,Etching,WAF88701,65.61137568,54.7608249,221.7688577,575.8424255,1407.445758,0.523466033,1.818826822,0.001472813,139.5321384,915,0,Joining
P1334,2025.7.1 0:55,Lithography,WAF16647,74.64740224,40.82802554,285.9790916,457.9242341,1453.992974,0.494424452,1.28333643,0.004176675,139.8411699,862,0,Joining
P1241,2025.7.1 2:32,Lithography,WAF57565,81.27661595,54.98639326,314.4957701,361.928322,1437.095102,0.476258882,0.917870026,0.014799223,107.9124241,114,0,Joining
P1824,2025.7.1 7:58,Deposition,WAF85440,73.60915713,40.71017941,357.2013792,539.1135228,1631.634775,0.517630103,0.866296435,0.017142992,115.3526521,789,0,Joining
P1645,2025.7.1 1:06,Deposition,WAF19360,83.17302756,58.74991185,314.8302628,541.979591,1565.620319,0.480194661,2.059796114,0.014511141,112.4610955,499,1,Non-Joining
P1289,2025.7.1 4:09,Deposition,WAF89570,69.57023633,49.36979762,316.4618569,570.5867315,1682.73934,0.496542603,3.551966107,0.014587954,119.9121857,264,1,Non-Joining
P1514,2025.7.1 5:34,Etching,WAF75167,76.27409609,42.13306341,373.3347417,573.5976718,1586.410099,0.516224334,-0.306666755,0.014477187,120.0923751,790,0,Joining
P1920,2025.7.1 1:43,Deposition,WAF24732,74.11549955,54.35810557,294.2877519,358.4927001,1492.270399,0.510387263,2.676794799,0.01523084,116.5835052,473,0,Joining
P1760,2025.7.1 3:59,Deposition,WAF96290,79.56363407,43.54111946,387.8840405,555.0167585,1670.669084,0.468719103,0.283764739,0.013234952,116.5145605,960,0,Joining
P1255,2025.7.1 5:41,Deposition,WAF67061,78.28956316,65.9680828,321.8637881,696.0935373,1535.490617,0.450720857,0.511854076,0.003915574,100.3532316,360,0,Joining
P1153,2025.7.1 8:01,Etching,WAF87665,75.25776109,32.22263853,322.3937114,524.6346009,1548.939322,0.524878498,2.412839613,0.007748758,141.0543577,857,0,Joining
P1438,2025.7.1 6:50,Etching,WAF24674,77.39593765,72.46337548,349.5651806,572.2691132,1528.021659,0.477778406,3.033463713,0.012130963,155.4768129,356,0,Joining
P1770,2025.7.1 6:18,Etching,WAF23750,79.23005969,50.75630371,350.0041032,592.9707183,1580.16043,0.510049155,0.786798277,0.00618202,138.6031866,627,1,Non-Joining
P1391,2025.7.1 4:56,Etching,WAF20272,61.54862184,38.04981653,261.4563156,337.5083991,1690.729756,0.485023082,2.129080717,0.016488992,140.0819174,491,0,Joining
P1622,2025.7.1 1:17,Etching,WAF30114,74.50563687,61.20450492,318.361714,636.3597552,1309.618186,0.565454105,0.464777651,0.007931858,137.0701794,811,0,Joining
P1176,2025.7.1 0:50,Etching,WAF46523,78.70039183,46.83937028,361.1158925,514.7720778,1443.165955,0.514972716,1.31237742,0.014799033,102.50354,434,1,Non-Joining
P1515,2025.7.1 3:07,Etching,WAF58241,80.41312461,60.52502365,318.718905,232.4945972,1832.450749,0.391899574,2.694549222,0.007886711,127.7594692,912,0,Joining
P1075,2025.7.1 7:14,Etching,WAF59060,75.81199953,59.89130157,326.0994163,690.7315388,1652.573416,0.523797467,2.131247101,0.012299205,125.0791897,262,0,Joining
P1285,2025.7.1 7:47,Etching,WAF37394,75.17529209,29.22355218,359.3536705,413.3293514,1596.107266,0.542686388,1.580821099,0.014778582,123.0779217,798,0,Joining
P1568,2025.7.1 6:40,Lithography,WAF86844,69.03871296,62.92394639,301.9999287,451.9318103,1418.30119,0.555704198,2.312687289,0.019784165,120.6690217,981,0,Joining
P1916,2025.7.1 3:13,Lithography,WAF50626,76.48583574,57.05655699,259.3339886,488.0057913,1275.374486,0.461775624,2.819256889,0.009380888,107.0410015,565,0,Joining
P1171,2025.7.1 2:37,Deposition,WAF60998,79.23555604,42.11156751,302.9003839,665.8851872,1648.505015,0.531806873,1.967737072,0.009870634,123.7037306,883,1,Non-Joining
P1121,2025.7.1 2:05,Lithography,WAF20895,72.7049777,57.77039266,261.5803526,634.3758714,1287.328646,0.540301533,1.064746236,0.012878918,101.0668941,622,0,Joining
P1827,2025.7.1 2:36,Lithography,WAF20886,73.0812351,58.47761211,341.2958566,362.1886099,1603.801688,0.522648698,1.281180519,0.005785566,96.71253323,624,0,Joining
P1552,2025.7.1 7:34,Etching,WAF59117,74.17634886,21.1238615,277.4803039,552.3098089,1487.716826,0.516443711,2.228866203,0.008950222,111.232981,279,0,Joining
P1204,2025.7.1 4:25,Deposition,WAF44750,71.68678303,53.05843644,331.4836436,426.5449279,1360.673611,0.516621508,3.305504329,0.00253025,131.690102,126,0,Joining
P1238,2025.7.1 0:59,Etching,WAF76313,62.16282045,47.65740543,317.5642609,553.7726701,1823.141214,0.442770984,1.729110482,0.017656071,127.3989461,374,0,Joining
P1870,2025.7.1 7:32,Deposition,WAF77581,75.04390774,50.62252459,283.48675,780.6699958,1197.783223,0.484364844,2.140174084,0.005885511,141.8497425,928,0,Joining
P1857,2025.7.1 0:43,Lithography,WAF21273,75.41014965,64.20999164,309.1082708,510.801206,1531.042416,0.531669572,1.995619934,0.015880669,102.534342,655,0,Joining
P1210,2025.7.1 5:49,Etching,WAF56647,75.65862644,45.2879696,318.1170933,626.3312786,1530.097723,0.498774435,1.994253627,0.007000272,105.5514272,516,0,Joining
P1888,2025.7.1 2:04,Lithography,WAF72245,74.97334713,29.86001678,291.3616655,407.8187416,1478.136451,0.450140774,2.913473529,0.014027801,121.9252586,267,0,Joining
P1146,2025.7.1 2:22,Etching,WAF14934,63.80338667,54.12886643,265.4660847,505.0845299,1401.434853,0.469460474,2.058139699,0.012282593,121.9993627,951,0,Joining
P1319,2025.7.1 3:36,Etching,WAF28101,74.91987505,46.52194835,282.3386271,520.3338068,1457.741301,0.468793542,2.809652226,0.008923046,121.608281,866,0,Joining
P1993,2025.7.1 2:26,Deposition,WAF90630,80.95617598,51.35826835,324.2460473,361.4383946,1570.844119,0.460513334,0.952990156,0.01141533,141.1601865,480,0,Joining
P1115,2025.7.1 5:21,Lithography,WAF37186,74.49370156,51.83496513,279.9899108,569.0068384,1299.460939,0.428443712,2.230625191,0.011821842,104.2315486,854,0,Joining
P1400,2025.7.1 2:04,Deposition,WAF36570,80.17399565,35.9191869,219.7940421,479.8762423,1189.557499,0.580925287,1.495902934,0.013438735,122.6210596,891,0,Joining
P1080,2025.7.1 4:47,Lithography,WAF13879,71.15964822,47.76051082,357.8797128,659.1527037,1415.841987,0.590312841,0.292574128,0.007728803,106.0719888,405,0,Joining
P1450,2025.7.1 0:44,Etching,WAF55693,74.79241015,38.35389726,310.0924318,658.1906177,1452.649432,0.527976494,2.642445185,0.014286471,123.4764671,128,0,Joining
P1695,2025.7.1 4:05,Lithography,WAF15193,60.61983859,57.01588849,300.6343249,613.9106327,1443.064517,0.446169655,2.293902969,0.02342317,111.6706652,691,0,Joining
P1664,2025.7.1 5:10,Deposition,WAF49137,73.71284738,48.8753671,397.2601499,640.6046193,1705.954165,0.524997624,2.598992262,0.009553272,110.4996052,290,0,Joining
P1272,2025.7.1 7:58,Deposition,WAF51253,77.14674835,44.46051659,260.3069424,423.7800907,1645.113382,0.54641414,1.511258328,0.014824701,132.1954289,244,1,Non-Joining
P1159,2025.7.1 0:10,Deposition,WAF66141,67.34536184,67.00288642,301.9265139,511.1149899,1745.290705,0.38487474,1.117970211,0.015532022,125.4572433,425,0,Joining
P1523,2025.7.1 1:53,Etching,WAF45546,82.7305428,44.35236561,316.4474738,517.4878759,1392.844223,0.407320386,0.50728016,0.004953173,114.2050974,852,0,Joining
P1305,2025.7.1 1:56,Deposition,WAF13405,78.26932252,62.27461092,299.8012845,463.4274726,1500.744196,0.462890739,2.358962077,0.011729537,103.2645868,536,0,Joining
P1103,2025.7.1 4:07,Lithography,WAF43743,83.56764865,31.07643175,340.7311752,526.5215413,1063.605432,0.526396138,1.997325776,0.011297981,116.8336249,651,0,Joining
P1531,2025.7.1 2:45,Deposition,WAF75836,76.23276048,54.41085615,274.9390384,572.4810598,1725.134333,0.452057204,2.662173018,0.011361805,133.4920894,818,0,Joining
P1937,2025.7.1 8:11,Deposition,WAF14866,83.45825204,62.10719204,292.474404,600.8989492,1543.840856,0.507882651,1.764210818,0.012213396,105.8536966,149,0,Joining
P1573,2025.7.1 3:50,Lithography,WAF60229,74.40272799,54.25640513,290.5583046,659.5535316,1515.077698,0.479044231,1.593489596,0.012299032,102.5867482,713,0,Joining
P1401,2025.7.1 1:11,Etching,WAF70021,72.61995,24.97391109,314.8325381,619.455632,1270.420061,0.466420045,2.072385102,0.005369251,107.4353959,281,0,Joining
P1157,2025.7.1 0:23,Deposition,WAF71683,84.41905516,41.89066775,410.4307382,372.044332,1289.508633,0.572117352,2.585888138,0.016199305,127.7231372,636,0,Joining
P1929,2025.7.1 4:33,Etching,WAF20515,70.58277947,51.4556948,318.6222588,680.5308056,1722.315088,0.48636072,2.222429231,0.002576243,111.8243301,268,0,Joining
P1129,2025.7.1 2:46,Lithography,WAF56586,72.50510628,49.99580796,366.3057814,474.0131957,1723.123174,0.570485349,1.789371694,0.016489933,144.5611225,712,0,Joining
P1524,2025.7.1 4:51,Deposition,WAF84102,73.71555008,56.80886212,178.0476705,503.6656814,1244.312244,0.523398917,0.959956589,0.003560074,110.7489239,687,0,Joining
P1314,2025.7.1 7:10,Lithography,WAF66395,73.99000001,56.02323683,301.3839105,556.7228126,1758.139793,0.449658244,2.476106297,0.001124315,138.6578526,684,0,Joining
P1907,2025.7.1 0:34,Etching,WAF92018,70.53767516,40.64544936,335.8935487,490.0527026,1541.514049,0.486336098,2.870109678,0.008052938,159.6221295,397,0,Joining
P1719,2025.7.1 6:03,Deposition,WAF35789,74.63797426,47.43726063,350.0550847,446.8813764,1582.638029,0.479621849,0.83569957,0.010791076,123.8984071,684,0,Joining
P1700,2025.7.1 7:37,Deposition,WAF42827,69.02323721,47.19476586,315.1365644,628.514919,1537.726561,0.490147518,2.215387407,0.002382088,124.484059,601,1,Non-Joining
P1101,2025.7.1 6:49,Etching,WAF70539,69.72947282,49.89512571,235.429785,469.1114107,1656.423075,0.455214484,1.644805399,0.017959903,95.6338815,277,0,Joining
P1179,2025.7.1 8:16,Etching,WAF72288,83.85441104,47.30266816,248.1781317,545.2690736,1749.264895,0.501602523,3.488929858,0.005891061,132.4412776,840,0,Joining
P1242,2025.7.1 1:05,Etching,WAF48237,71.34369513,46.31204135,262.7014945,392.8958165,1525.084313,0.520015161,0.640797323,0.002660005,127.1891576,138,0,Joining
P1830,2025.7.1 1:55,Lithography,WAF72495,74.677889,38.24866924,304.7127919,724.9262666,1464.162934,0.535966125,1.52303674,0.001256017,116.7687271,782,1,Non-Joining
P1107,2025.7.1 1:41,Etching,WAF46894,65.79217192,53.2984899,330.7035679,694.0818989,1258.597358,0.424649042,2.470347427,0.007720564,105.4007867,283,0,Joining
P1496,2025.7.1 5:55,Deposition,WAF54264,64.94986189,40.21090923,393.1138328,496.9272244,1574.574457,0.54030307,2.459178562,0.020430365,133.3963041,304,0,Joining
P1107,2025.7.1 3:03,Deposition,WAF23156,75.59024733,40.47253404,342.4528051,402.0308981,1226.311189,0.554609308,2.562934555,0.010534038,97.44299468,891,0,Joining
P1684,2025.7.1 0:45,Deposition,WAF72286,67.13326525,39.3455826,361.5051092,529.7365168,1647.754209,0.596119427,2.555401311,0.016844458,128.7491458,254,1,Non-Joining
P1330,2025.7.1 0:00,Etching,WAF17008,82.93057066,53.00286892,320.5211137,543.5892175,1676.892056,0.467081223,2.915341759,0.010305855,106.1586736,258,0,Joining
P1011,2025.7.1 7:09,Deposition,WAF34118,73.95023608,54.08927341,271.2773799,598.9567135,1620.142833,0.529740252,2.893047413,0.003191774,88.91890768,888,0,Joining
P1684,2025.7.1 5:21,Deposition,WAF34935,80.04376036,56.55485325,297.7060495,559.9593199,1772.746093,0.482674177,2.587089219,0.012746153,107.0955598,393,1,Non-Joining
P1711,2025.7.1 1:16,Deposition,WAF15943,68.92228394,55.25200966,308.4401905,537.8758953,1568.4519,0.433644275,2.036368943,0.006012951,115.1441529,639,0,Joining
P1195,2025.7.1 0:36,Lithography,WAF34657,78.61998516,44.12557557,322.3747168,548.6411602,1405.407056,0.574097495,1.804662826,0.01969784,111.8808157,632,0,Joining
P1751,2025.7.1 6:50,Etching,WAF25405,69.96484568,41.93442817,355.1088541,364.7062581,1532.207503,0.435061865,1.786534763,0.013929321,115.1917672,222,0,Joining
P1494,2025.7.1 7:12,Deposition,WAF73073,84.10443296,59.52976269,311.1643645,576.1339542,1307.600894,0.528987965,1.565010306,0.014460648,126.8189732,821,0,Joining
P1959,2025.7.1 0:22,Etching,WAF47204,80.45489514,67.36323809,304.5137572,420.1458179,1264.080645,0.591481705,2.925755318,0.012243123,114.1315495,517,0,Joining
P1775,2025.7.1 3:37,Lithography,WAF97328,84.02059546,50.73302029,308.0444477,507.4625278,1482.959969,0.526928337,3.155594687,0.000737204,112.2337099,162,0,Joining
P1226,2025.7.1 0:46,Etching,WAF19820,75.30894135,38.89872059,191.0253499,417.8221436,1255.66677,0.468202736,3.470503528,0.011701256,138.076183,259,0,Joining
P1649,2025.7.1 5:14,Deposition,WAF96128,83.47806267,52.91310456,362.114957,509.2516451,1630.899929,0.453252685,0.371436824,-0.00223741,123.0488814,989,0,Joining
P1522,2025.7.1 6:54,Lithography,WAF28409,80.55926684,49.22125947,286.3341764,549.8119761,1445.444043,0.543018581,1.167018576,0.006295543,132.5373067,545,0,Joining
P1084,2025.7.1 7:16,Etching,WAF21227,73.96800471,44.23986023,363.4702906,433.0959414,1551.879737,0.536486852,1.625476835,0.011929603,133.8591714,914,0,Joining
P1047,2025.7.1 5:23,Lithography,WAF63276,72.9583166,57.63890554,320.7562082,397.178516,1463.486335,0.445431005,1.508472831,0.014956356,114.6460414,733,0,Joining
P1856,2025.7.1 0:01,Lithography,WAF86147,75.07327955,53.78979362,292.058201,529.3505019,1641.994974,0.550590616,2.291685939,0.005962514,107.3817389,931,0,Joining
P1072,2025.7.1 4:48,Deposition,WAF76201,83.51073662,50.23657512,301.4187531,588.0698457,1758.685952,0.510586549,0.896410718,0.013876003,111.9860198,592,1,Non-Joining
P1207,2025.7.1 2:07,Deposition,WAF66521,68.71922363,40.86838444,308.7294139,716.6417624,1692.575002,0.445460142,2.013057556,0.011900152,134.3504046,548,0,Joining
P1650,2025.7.1 6:21,Etching,WAF42050,70.35036695,46.75395451,330.143674,435.8376084,1493.853634,0.589310727,0.943991947,0.009915321,153.1460474,635,0,Joining
P1861,2025.7.1 8:19,Lithography,WAF52448,84.17000209,30.99529721,323.7824829,568.4795637,1500.631951,0.526028376,2.701614163,0.010841261,125.3856754,468,0,Joining
P1454,2025.7.1 5:31,Etching,WAF87125,74.62709885,32.30289167,339.3534178,661.3773888,1755.780513,0.498525065,1.717015528,0.013514165,130.4518997,237,0,Joining
P1565,2025.7.1 0:47,Deposition,WAF23149,76.37256994,39.87025404,297.8126027,324.4210616,1523.482047,0.549154441,1.122565999,0.006774786,127.9946824,244,0,Joining
P1570,2025.7.1 6:09,Deposition,WAF40736,71.62689738,48.25231161,389.2276863,577.1885222,1522.734859,0.548671273,1.95106514,0.013450414,146.0021753,347,0,Joining
P1856,2025.7.1 5:06,Lithography,WAF14403,81.1815909,42.6198156,313.7359747,289.3376594,1486.335162,0.506176427,1.377992084,0.007543677,113.2807538,820,0,Joining
P1882,2025.7.1 8:11,Etching,WAF86230,67.46159581,68.08300871,382.5385115,672.9934625,1552.301463,0.450159063,2.853982408,0.011710727,124.8780799,423,0,Joining
P1380,2025.7.1 2:14,Etching,WAF89789,75.20692881,59.91071317,261.8057872,548.6486398,1664.210485,0.535635829,2.124228055,0.011477494,121.4300342,558,0,Joining
P1254,2025.7.1 3:37,Etching,WAF68616,71.06586185,45.99602655,264.0281526,632.4940112,1497.366047,0.455674435,1.457696261,0.004985949,124.9273957,738,0,Joining
P1580,2025.7.1 2:32,Lithography,WAF17806,71.33268954,56.37159744,207.4448163,594.7073045,1533.887513,0.463559863,1.431435152,0.00939106,99.40698221,266,0,Joining
P1188,2025.7.1 6:34,Deposition,WAF86907,72.30385232,33.7536693,357.5926188,349.5936746,1556.536539,0.514172362,0.005805083,0.013957971,138.729292,674,0,Joining
P1500,2025.7.1 0:36,Deposition,WAF18967,67.81674104,67.05717761,291.0163478,452.3779065,1412.281108,0.392034995,2.254814948,0.007232146,114.4639375,573,0,Joining
P1019,2025.7.1 0:26,Deposition,WAF78172,73.46502977,66.20111605,273.4921323,316.5964855,1405.107017,0.470026672,-1.570374822,0.012362042,129.5819862,578,0,Joining
P1671,2025.7.1 2:46,Lithography,WAF95837,66.22564574,42.90349795,369.8656488,342.5571596,1482.101501,0.540608823,1.302705959,0.014912956,104.3255714,680,0,Joining
P1190,2025.7.1 3:31,Deposition,WAF12205,79.44658954,59.14810536,268.2279355,481.7883769,1515.139915,0.42923611,2.78422818,0.006611441,133.304961,600,0,Joining
P1945,2025.7.1 1:10,Etching,WAF31164,75.16057728,49.72114518,348.2053729,627.337414,1477.695478,0.544522855,2.097010243,0.011337459,123.3076101,970,0,Joining
P1679,2025.7.1 3:22,Etching,WAF98728,82.96426032,38.70741635,296.2299076,460.6735885,1548.314792,0.445933485,2.817935678,0.004338029,118.8116161,166,0,Joining
P1451,2025.7.1 4:16,Deposition,WAF95000,78.83612314,60.26296585,261.0554347,442.2967858,1279.898919,0.449334849,3.971127085,0.022411046,132.4520096,328,0,Joining
P1934,2025.7.1 3:31,Lithography,WAF32805,70.6821582,55.81676885,350.0145395,496.4080284,1590.938506,0.550240567,1.81080029,0.006245925,108.3968445,488,0,Joining
P1759,2025.7.1 3:29,Etching,WAF67694,76.78016234,54.05873926,309.175723,553.2370835,1681.03593,0.512492871,2.706883751,0.007912631,158.3453661,216,0,Joining
P1487,2025.7.1 7:37,Deposition,WAF72740,80.03167785,36.8887305,264.017496,646.9144746,1612.536156,0.475167067,2.230511829,0.004326473,96.35703434,252,1,Non-Joining
P1605,2025.7.1 4:36,Lithography,WAF16405,64.54019852,70.05593064,356.9978148,475.0800064,1183.007408,0.495472178,1.495817448,0.011542953,144.6117162,303,1,Non-Joining
P1856,2025.7.1 2:14,Deposition,WAF53715,85.11106281,32.83306266,350.43908,409.8873383,1468.001482,0.44234087,2.13758927,0.013070019,113.6438997,954,0,Joining
P1089,2025.7.1 4:27,Lithography,WAF32720,77.73262208,40.99630097,302.8119881,639.3833245,1718.550587,0.498290035,0.011476972,0.018183126,116.3572006,560,0,Joining
P1247,2025.7.1 8:15,Deposition,WAF52634,73.15291414,40.84357027,365.203557,534.6197379,1506.137379,0.493625571,2.282026437,0.001985566,117.6734674,610,0,Joining
P1713,2025.7.1 6:23,Lithography,WAF86992,71.38833188,37.74180427,310.3922301,481.7823123,1433.085594,0.489059798,1.888621123,0.002433313,131.1444858,525,0,Joining
P1385,2025.7.1 7:38,Lithography,WAF97719,69.62836014,46.39823744,277.1733399,437.9735921,1539.138701,0.434082742,2.51693703,0.017915944,110.0011918,982,0,Joining
P1961,2025.7.1 1:30,Deposition,WAF66251,78.33691552,55.65197206,296.3609959,489.6019951,1731.986009,0.491798972,2.24959654,0.010351652,125.6208946,509,0,Joining
P1690,2025.7.1 4:15,Lithography,WAF63054,74.47676688,47.92037992,299.2749259,478.1980208,1538.548873,0.537100683,2.078222916,0.007880646,127.0252449,340,0,Joining
P1528,2025.7.1 3:19,Etching,WAF24679,76.4244295,38.79732849,272.1603011,568.0894217,1276.704592,0.457008313,2.056251168,0.011281356,132.1238615,964,0,Joining
P1104,2025.7.1 2:52,Lithography,WAF32592,84.27331067,48.91514438,401.7094463,590.7614239,1677.457715,0.491711382,2.183108344,0.006835455,119.3452838,681,0,Joining
P1266,2025.7.1 2:25,Etching,WAF54735,77.0605715,48.66604811,239.2016502,467.1313233,1529.554721,0.543517847,1.554226937,0.008874654,115.5740304,614,1,Non-Joining
P1252,2025.7.1 5:32,Deposition,WAF15301,78.90111237,56.13765994,287.3876281,447.6696511,1161.359553,0.454775879,1.420755176,0.005238198,147.0117378,452,0,Joining
P1497,2025.7.1 6:54,Deposition,WAF13671,71.2693199,38.59055512,345.9698929,450.0104516,1207.195336,0.503475744,1.972613198,0.011525759,127.6654515,665,0,Joining
P1260,2025.7.1 5:12,Deposition,WAF24102,76.23058865,48.88552184,303.7034146,684.230959,1357.594908,0.596968311,2.043394796,0.009368147,114.2263623,979,0,Joining
P1260,2025.7.1 2:14,Etching,WAF76753,69.81279152,39.12231378,303.7172878,509.7053328,1679.270375,0.581330912,2.675908936,0.007383693,130.5276082,911,0,Joining
P1955,2025.7.1 3:20,Deposition,WAF13582,80.23400452,34.3188141,263.2912275,753.0632093,1631.635861,0.420558174,2.198729756,0.000651007,120.2448242,322,0,Joining
P1333,2025.7.1 3:36,Lithography,WAF81791,75.13983272,39.6691495,263.7325418,679.1287454,1339.235235,0.526647646,2.667010837,0.010521519,105.4185915,459,0,Joining
P1671,2025.7.1 3:52,Deposition,WAF36447,75.46682596,56.77412985,225.4923277,417.0074381,1463.97848,0.416067811,2.571855063,0.021187749,96.56565816,154,0,Joining
P1297,2025.7.1 6:26,Deposition,WAF75199,77.20552242,49.0372354,245.1931622,534.4173729,1650.684919,0.491515795,1.226801601,0.018918981,133.4005646,840,0,Joining
P1272,2025.7.1 5:54,Lithography,WAF56969,69.00189524,27.34890781,373.5446727,582.5317577,1469.266689,0.403430882,1.735749097,0.003065355,111.4598783,196,0,Joining
